period_begin,state,state_code,property_type,median_sale_price,median_list_price,homes_sold,new_listings,inventory,months_of_supply,off_market_in_two_weeks,parent_metro_region
2018-02-01,Arizona,AZ,all,247200,270500.0,9277,12244.0,31399.0,3.4,0.3508905202,West Region
2021-12-01,Maine,ME,condo,335400,352000.0,200,104.0,201.0,1.0,0.4699786325,Northeast Region
2024-12-01,Pennsylvania,PA,townhouse,273500,284700.0,2643,2009.0,6057.0,2.3,0.3478982841,Northeast Region
2024-08-01,Maine,ME,condo,456500,482000.0,201,222.0,441.0,2.2,0.4680359157,Northeast Region
2018-09-01,Oklahoma,OK,townhouse,141600,175100.0,31,29.0,129.0,4.2,0.3068800528,South Region
2018-03-01,Wyoming,WY,condo,441700,535000.0,11,16.0,50.0,4.5,0.0,West Region
2022-06-01,New Jersey,NJ,condo,405900,534100.0,1290,1669.0,4044.0,3.1,0.3023554442,Northeast Region
2023-05-01,New Mexico,NM,all,338400,372100.0,924,1276.0,2730.0,3.0,0.3978045731,West Region
2017-07-01,California,CA,multi family,666700,556700.0,1146,1629.0,4611.0,4.0,0.2060612301,West Region
2015-01-01,Maryland,MD,multi family,49700,98700.0,9,20.0,75.0,8.3,0.1071428571,South Region
2022-12-01,Columbia,DC,single family,932500,569800.0,55,51.0,243.0,4.4,0.275862069,South Region
2019-07-01,Oregon,OR,condo,271000,405500.0,428,462.0,1225.0,2.9,0.3035363756,West Region
2017-12-01,Oklahoma,OK,all,152700,152800.0,3607,2928.0,14735.0,4.1,0.1813254678,South Region
2015-09-01,Idaho,ID,condo,205200,312700.0,89,46.0,427.0,4.8,0.0,West Region
2020-06-01,Alaska,AK,condo,213500,336800.0,86,173.0,465.0,5.4,0.1560693642,West Region
2021-08-01,Columbia,DC,single family,961800,612500.0,130,106.0,198.0,1.5,0.4555555556,South Region
2021-03-01,Idaho,ID,all,409700,440700.0,2974,3521.0,5125.0,1.7,0.5768492874,West Region
2019-10-01,Iowa,IA,condo,173400,201500.0,319,312.0,1172.0,3.7,0.1919230781,Midwest Region
2014-01-01,Arkansas,AR,all,119600,133600.0,930,1520.0,7128.0,7.7,0.04785637022,South Region
2019-04-01,Virginia,VA,single family,337100,321800.0,8319,12920.0,28742.0,3.5,0.3185564337,South Region
2021-11-01,Idaho,ID,single family,463800,458800.0,2944,2155.0,5094.0,1.7,0.3094770989,West Region
2018-12-01,Texas,TX,all,238600,236100.0,24490,19401.0,82822.0,3.4,0.2097893611,South Region
2024-02-01,Indiana,IN,multi family,156200,234500.0,63,116.0,211.0,3.3,0.4657646715,Midwest Region
2016-11-01,Wisconsin,WI,multi family,123300,147400.0,270,290.0,1435.0,5.3,0.1805766073,Midwest Region
2019-07-01,Minnesota,MN,all,262900,258800.0,9102,9780.0,19798.0,2.2,0.4130759017,Midwest Region
2024-04-01,Virginia,VA,townhouse,490100,572400.0,1717,1933.0,2015.0,1.2,0.7125574777,South Region
2019-04-01,Nevada,NV,all,292000,316800.0,4755,6405.0,15755.0,3.3,0.3451245883,West Region
2018-05-01,Idaho,ID,multi family,262300,232200.0,45,59.0,97.0,2.2,0.2826741996,West Region
2022-12-01,Nevada,NV,all,414400,418800.0,2682,2278.0,12016.0,4.5,0.147513104,West Region
2020-08-01,Montana,MT,condo,281800,422700.0,174,162.0,583.0,3.4,0.03189235741,West Region
2021-05-01,Montana,MT,condo,389600,549900.0,131,148.0,494.0,3.8,0.009238830667,West Region
2020-12-01,Missouri,MO,multi family,213900,185100.0,150,111.0,235.0,1.6,0.3791080237,Midwest Region
2022-02-01,New York,NY,condo,575700,863500.0,1826,2840.0,9328.0,5.1,0.08237191364,Northeast Region
2018-06-01,Florida,FL,condo,182400,287600.0,8203,8734.0,37229.0,4.5,0.1916719934,South Region
2024-02-01,Nebraska,NE,single family,281900,308500.0,1074,1566.0,2802.0,2.6,0.4141055185,Midwest Region
2015-04-01,South Carolina,SC,single family,206400,214200.0,4027,5875.0,24026.0,6.0,0.2061452176,South Region
2023-12-01,Oklahoma,OK,all,231200,237200.0,3313,3124.0,11439.0,3.5,0.2660467808,South Region
2017-06-01,Kansas,KS,condo,116300,234300.0,38,37.0,50.0,1.3,0.3998474281,Midwest Region
2017-05-01,Arizona,AZ,townhouse,182700,261000.0,1214,1111.0,2622.0,2.2,0.3866914351,West Region
2016-12-01,West Virginia,WV,townhouse,158600,173800.0,76,51.0,295.0,3.9,0.02521008403,South Region
2018-03-01,North Dakota,ND,condo,162600,236300.0,22,31.0,77.0,3.5,0.0,Midwest Region
2019-10-01,Maine,ME,townhouse,313000,319000.0,4,3.0,7.0,1.8,0.5,Northeast Region
2021-10-01,Louisiana,LA,townhouse,145100,223800.0,30,24.0,29.0,1.0,0.4305555556,South Region
2023-12-01,Tennessee,TN,all,368800,365100.0,6245,5234.0,23106.0,3.7,0.2432445632,South Region
2014-08-01,Illinois,IL,all,187900,184900.0,15084,17432.0,66340.0,4.4,0.185498422,Midwest Region
2020-02-01,Columbia,DC,condo,481400,635000.0,300,400.0,733.0,2.4,0.4103671706,South Region
2020-02-01,New York,NY,all,424700,504800.0,9571,15066.0,58657.0,6.1,0.1417460294,Northeast Region
2023-01-01,Connecticut,CT,all,334700,360300.0,2465,2592.0,5749.0,2.3,0.4277468642,Northeast Region
2023-05-01,Vermont,VT,condo,361500,457400.0,65,69.0,126.0,1.9,0.776553157,Northeast Region
2024-04-01,Maine,ME,condo,402500,492500.0,151,200.0,320.0,2.1,0.5533363095,Northeast Region
2023-12-01,Nevada,NV,all,434800,435600.0,2753,2440.0,8545.0,3.1,0.259551445,West Region
2023-09-01,New Jersey,NJ,multi family,567800,580300.0,473,635.0,1910.0,4.0,0.2143673481,Northeast Region
2019-07-01,New York,NY,single family,340600,313600.0,11325,14249.0,47858.0,4.2,0.1821245248,Northeast Region
2014-08-01,Mississippi,MS,condo,111100,141700.0,41,27.0,216.0,5.3,0.0,South Region
2019-10-01,Oklahoma,OK,all,168100,178400.0,4290,4615.0,13492.0,3.1,0.2754772067,South Region
2014-02-01,Washington,WA,single family,290100,286400.0,4168,6147.0,20187.0,4.8,0.2269063389,West Region
2019-02-01,New Jersey,NJ,all,282800,350200.0,6836,12752.0,45971.0,6.7,0.1258039143,Northeast Region
2016-04-01,Kentucky,KY,all,147900,165800.0,4128,5792.0,15630.0,3.8,0.2316149984,South Region
2023-09-01,Connecticut,CT,single family,435100,399400.0,2457,2675.0,5185.0,2.1,0.5118647296,Northeast Region
2014-02-01,Minnesota,MN,all,168100,209400.0,3450,5386.0,21412.0,6.2,0.2371647812,Midwest Region
2015-11-01,New Hampshire,NH,townhouse,168500,243500.0,63,66.0,250.0,4.0,0.3059751116,Northeast Region
2016-02-01,Delaware,DE,condo,121500,225000.0,28,46.0,222.0,7.9,0.0,South Region
2022-12-01,Delaware,DE,townhouse,230200,305900.0,191,120.0,264.0,1.4,0.4,South Region
2014-08-01,Nebraska,NE,townhouse,141700,151900.0,111,67.0,310.0,2.8,0.0,Midwest Region
2022-11-01,North Dakota,ND,all,246600,237400.0,372,237.0,1030.0,2.8,0.01554989833,Midwest Region
2021-10-01,Tennessee,TN,townhouse,279800,404700.0,495,399.0,690.0,1.4,0.5411314541,South Region
2023-05-01,Ohio,OH,multi family,152300,207400.0,347,484.0,833.0,2.4,0.5544108247,Midwest Region
2019-04-01,Illinois,IL,multi family,228500,275100.0,431,795.0,2159.0,5.0,0.3700876848,Midwest Region
2024-01-01,Hawaii,HI,multi family,1800000,718500.0,1,3.0,10.0,10.0,0.0,West Region
2016-08-01,New Jersey,NJ,townhouse,242200,242800.0,536,738.0,3397.0,6.3,0.07787807276,Northeast Region
2023-09-01,Colorado,CO,condo,477500,704200.0,868,1173.0,2492.0,2.9,0.3649130354,West Region
2015-01-01,New York,NY,townhouse,157500,201500.0,116,139.0,945.0,8.1,0.01233299075,Northeast Region
2022-06-01,New Hampshire,NH,townhouse,360600,453100.0,208,199.0,266.0,1.3,0.7308806446,Northeast Region
2019-12-01,North Carolina,NC,all,247200,243800.0,13652,8554.0,44191.0,3.2,0.1977223313,South Region
2022-10-01,Kansas,KS,all,259000,242300.0,2840,2858.0,3603.0,1.3,0.4204610061,Midwest Region
2020-10-01,Washington,WA,all,497600,494800.0,13774,12283.0,13571.0,1.0,0.5943826318,West Region
2024-02-01,Delaware,DE,all,332300,341900.0,524,648.0,1102.0,2.1,0.5121695733,South Region
2015-06-01,Illinois,IL,multi family,189600,227600.0,533,843.0,2662.0,5.0,0.2467534973,Midwest Region
2018-12-01,Alabama,AL,condo,247600,251200.0,180,169.0,1061.0,5.9,0.05953652014,South Region
2020-05-01,New York,NY,townhouse,549700,454400.0,179,276.0,1020.0,5.7,0.2361916264,Northeast Region
2022-09-01,Oregon,OR,all,502100,498700.0,5067,5409.0,12252.0,2.4,0.3448713689,West Region
2022-06-01,Kentucky,KY,townhouse,256600,290100.0,84,78.0,67.0,0.8,0.7273115773,South Region
2019-08-01,Hawaii,HI,all,558400,587500.0,1442,1660.0,6786.0,4.7,0.1343844009,West Region
2023-01-01,California,CA,multi family,870900,823700.0,452,779.0,2674.0,5.9,0.1943378577,West Region
2024-12-01,New Jersey,NJ,single family,535200,483700.0,5701,3092.0,10425.0,1.8,0.2081208934,Northeast Region
2015-12-01,New Hampshire,NH,multi family,202300,208200.0,54,45.0,373.0,6.9,0.08641975309,Northeast Region
2024-02-01,Vermont,VT,single family,381200,414800.0,266,412.0,1115.0,4.2,0.4639154013,Northeast Region
2021-03-01,New Hampshire,NH,all,332400,362000.0,1523,2189.0,2715.0,1.8,0.7346429658,Northeast Region
2018-03-01,Louisiana,LA,multi family,234200,317200.0,148,146.0,537.0,3.6,0.1512067841,South Region
2014-06-01,Hawaii,HI,condo,367800,476000.0,540,804.0,3003.0,5.6,0.01186468921,West Region
2023-02-01,Louisiana,LA,townhouse,95100,175000.0,19,11.0,40.0,2.1,0.4545454545,South Region
2020-06-01,Colorado,CO,condo,308900,581500.0,1162,1814.0,3556.0,3.1,0.3762532779,West Region
2017-07-01,Idaho,ID,multi family,222200,197000.0,48,64.0,130.0,2.7,0.02276785714,West Region
2019-12-01,Michigan,MI,condo,186600,182500.0,1234,802.0,3742.0,3.0,0.1603239957,Midwest Region
2014-07-01,Minnesota,MN,multi family,190100,215900.0,121,185.0,463.0,3.8,0.1473118573,Midwest Region
2020-10-01,Indiana,IN,multi family,108900,182400.0,152,151.0,397.0,2.6,0.2831223218,Midwest Region
2021-04-01,Oregon,OR,single family,463800,457700.0,5250,6888.0,6068.0,1.2,0.710160196,West Region
2017-08-01,New York,NY,all,394300,367900.0,17241,17592.0,72215.0,4.2,0.126496949,Northeast Region
2015-07-01,West Virginia,WV,multi family,119500,186200.0,2,3.0,17.0,8.5,0.0,South Region
2015-10-01,Oregon,OR,multi family,289700,283800.0,118,123.0,389.0,3.3,0.2106312838,West Region
2017-09-01,South Carolina,SC,townhouse,184200,250800.0,343,337.0,1294.0,3.8,0.2898739658,South Region
2014-02-01,Nebraska,NE,all,140400,147900.0,983,1392.0,6073.0,6.2,0.007349138285,Midwest Region
2015-11-01,New Jersey,NJ,condo,204300,268900.0,523,719.0,4581.0,8.8,0.0431075968,Northeast Region
2016-03-01,Alaska,AK,multi family,365700,286000.0,33,59.0,216.0,6.5,0.0,West Region
2017-12-01,South Carolina,SC,single family,240000,228100.0,4742,3527.0,20099.0,4.2,0.2426562782,South Region
2020-10-01,Pennsylvania,PA,condo,218700,260100.0,573,603.0,1907.0,3.3,0.3960207588,Northeast Region
2014-02-01,Tennessee,TN,all,157300,185600.0,4259,6865.0,29155.0,6.8,0.01876286112,South Region
2016-04-01,California,CA,all,486700,516500.0,34376,46513.0,88639.0,2.6,0.3677032206,West Region
2024-12-01,Kansas,KS,all,282500,255300.0,2412,1780.0,4068.0,1.7,0.2878924184,Midwest Region
2022-02-01,Wyoming,WY,townhouse,936900,560200.0,11,21.0,45.0,4.1,0.0,West Region
2016-02-01,Indiana,IN,multi family,52300,136900.0,63,77.0,464.0,7.4,0.07792207792,Midwest Region
2021-12-01,Mississippi,MS,townhouse,153400,228100.0,18,14.0,18.0,1.0,0.5697278912,South Region
2017-04-01,Wisconsin,WI,all,176900,190800.0,6656,9972.0,29194.0,4.4,0.3361033829,Midwest Region
2015-03-01,Iowa,IA,all,144400,164600.0,2103,3298.0,12817.0,6.1,0.008307072644,Midwest Region
2015-08-01,Idaho,ID,all,193800,201600.0,2788,2777.0,12032.0,4.3,0.009886736232,West Region
2019-06-01,Florida,FL,multi family,277800,277900.0,433,468.0,1709.0,3.9,0.2099427069,South Region
2017-06-01,North Carolina,NC,all,227700,230800.0,16523,17145.0,58496.0,3.5,0.231371229,South Region
2024-01-01,New Hampshire,NH,townhouse,463000,491900.0,78,38.0,42.0,0.5,0.6828947368,Northeast Region
2017-05-01,Wisconsin,WI,all,178200,194000.0,8280,11244.0,31051.0,3.8,0.3360773146,Midwest Region
2020-02-01,Maryland,MD,all,299700,331700.0,5445,7665.0,16668.0,3.1,0.3539066322,South Region
2024-10-01,Delaware,DE,multi family,245500,339500.0,8,8.0,20.0,2.5,0.5555555556,South Region
2017-08-01,Missouri,MO,townhouse,128300,178800.0,106,94.0,80.0,0.8,0.5127774986,Midwest Region
2020-10-01,West Virginia,WV,all,178900,183500.0,1607,1432.0,4252.0,2.6,0.207905924,South Region
2023-05-01,Oregon,OR,condo,345500,549200.0,338,457.0,833.0,2.5,0.4375240988,West Region
2022-02-01,West Virginia,WV,single family,209400,219200.0,906,937.0,2601.0,2.9,0.2169399787,South Region
2020-01-01,Maine,ME,single family,220200,230500.0,1120,1085.0,4123.0,3.7,0.2520401015,Northeast Region
2022-12-01,Arkansas,AR,single family,230700,235400.0,2631,2132.0,7752.0,2.9,0.2363852201,South Region
2019-03-01,Massachusetts,MA,condo,418500,560800.0,986,1686.0,2682.0,2.7,0.5153373437,Northeast Region
2014-01-01,New Mexico,NM,townhouse,319500,318500.0,4,9.0,59.0,14.8,0.0,West Region
2016-09-01,Arkansas,AR,multi family,144600,166300.0,16,32.0,91.0,5.7,0.0,South Region
2024-10-01,Minnesota,MN,condo,219500,365300.0,237,296.0,1040.0,4.4,0.2083873018,Midwest Region
2015-06-01,Kentucky,KY,multi family,126900,158600.0,35,72.0,289.0,8.3,0.1795634921,South Region
2015-04-01,Kentucky,KY,condo,111100,167700.0,203,364.0,1368.0,6.7,0.1065782128,South Region
2022-05-01,Georgia,GA,multi family,313900,352100.0,95,125.0,223.0,2.3,0.5004770785,South Region
2017-01-01,Massachusetts,MA,townhouse,321200,390300.0,500,624.0,1344.0,2.7,0.3809513286,Northeast Region
2018-09-01,Wisconsin,WI,condo,175200,221200.0,643,635.0,2089.0,3.2,0.3506471004,Midwest Region
2023-02-01,South Carolina,SC,all,337400,367500.0,4912,6233.0,19648.0,4.0,0.3439805053,South Region
2017-05-01,Washington,WA,condo,298700,475900.0,1200,1396.0,1202.0,1.0,0.7007727951,West Region
2015-11-01,Missouri,MO,multi family,95900,123100.0,80,104.0,400.0,5.0,0.05210918114,Midwest Region
2018-04-01,Maryland,MD,single family,364300,339200.0,4361,7076.0,12924.0,3.0,0.4416720097,South Region
2017-01-01,Connecticut,CT,condo,171900,276500.0,576,834.0,3394.0,5.9,0.003482838449,Northeast Region
2023-04-01,California,CA,townhouse,781600,1003400.0,976,1114.0,1396.0,1.4,0.488143006,West Region
2022-12-01,Georgia,GA,townhouse,316100,368000.0,897,754.0,2412.0,2.7,0.2113582711,South Region
2020-08-01,Utah,UT,townhouse,317100,391900.0,747,790.0,874.0,1.2,0.6404195802,West Region
2019-01-01,Maine,ME,single family,196200,216900.0,879,1111.0,4758.0,5.4,0.2207437961,Northeast Region
2023-10-01,Maryland,MD,condo,264400,442700.0,457,580.0,936.0,2.0,0.5051980631,South Region
2015-08-01,Nebraska,NE,all,159000,156000.0,1871,2030.0,5649.0,3.0,0.213625409,Midwest Region
2014-01-01,South Dakota,SD,multi family,74000,194400.0,1,1.0,2.0,2.0,0.0,Midwest Region
2021-03-01,Massachusetts,MA,townhouse,464000,553200.0,629,869.0,865.0,1.4,0.7069174537,Northeast Region
2024-09-01,Minnesota,MN,townhouse,311600,379000.0,748,1004.0,2026.0,2.7,0.3366904175,Midwest Region
2015-07-01,Nevada,NV,all,218600,230800.0,4910,5743.0,18582.0,3.8,0.3319128123,West Region
2020-12-01,Florida,FL,multi family,312500,321300.0,508,480.0,1647.0,3.2,0.2612724152,South Region
2014-01-01,Washington,WA,townhouse,280000,335600.0,266,410.0,776.0,2.9,0.3295670125,West Region
2014-08-01,Georgia,GA,condo,151500,206800.0,711,928.0,2765.0,3.9,0.1822422235,South Region
2020-04-01,New Hampshire,NH,townhouse,254600,331800.0,131,111.0,263.0,2.0,0.5851921905,Northeast Region
2014-02-01,Florida,FL,single family,169500,169800.0,15526,22812.0,101866.0,6.6,0.08252863545,South Region
2019-06-01,Vermont,VT,multi family,221500,249800.0,29,36.0,141.0,4.9,0.1598765432,Northeast Region
2016-06-01,Iowa,IA,multi family,121700,169900.0,29,20.0,175.0,6.0,0.025,Midwest Region
2016-01-01,Oregon,OR,all,270300,283000.0,3964,4645.0,12961.0,3.3,0.3061553667,West Region
2016-06-01,Florida,FL,condo,158900,260900.0,7770,8448.0,40656.0,5.2,0.1467605243,South Region
2017-11-01,Minnesota,MN,multi family,225800,244300.0,144,98.0,241.0,1.7,0.3920568227,Midwest Region
2015-10-01,Indiana,IN,all,131400,133600.0,7253,7789.0,37678.0,5.2,0.09135981411,Midwest Region
2016-09-01,Texas,TX,townhouse,217700,231900.0,686,837.0,2340.0,3.4,0.3310961725,South Region
2019-11-01,Florida,FL,condo,183900,299300.0,6045,9060.0,38052.0,6.3,0.1976865073,South Region
2018-07-01,Connecticut,CT,all,278600,263800.0,5037,5517.0,22585.0,4.5,0.130183098,Northeast Region
2018-01-01,Florida,FL,townhouse,206500,270600.0,1915,3455.0,8272.0,4.3,0.2828028753,South Region
2021-04-01,Washington,WA,single family,587400,547800.0,9440,11647.0,7411.0,0.8,0.7881227637,West Region
2022-06-01,Washington,WA,all,642400,627800.0,11638,15924.0,17887.0,1.5,0.6130824987,West Region
2024-12-01,California,CA,townhouse,852500,921700.0,1037,567.0,1807.0,1.7,0.1866912924,West Region
2016-04-01,Missouri,MO,single family,153600,169400.0,6787,9547.0,22183.0,3.3,0.2302740905,Midwest Region
2021-10-01,Ohio,OH,multi family,152000,182200.0,547,622.0,1447.0,2.6,0.4373097846,Midwest Region
2020-09-01,West Virginia,WV,all,180100,187300.0,1559,1434.0,4481.0,2.9,0.2171885371,South Region
2021-05-01,Georgia,GA,single family,322100,315700.0,13508,15917.0,22448.0,1.7,0.5229007147,South Region
2020-05-01,Arkansas,AR,condo,166800,203900.0,39,79.0,251.0,6.4,0.1211084502,South Region
2014-01-01,New Hampshire,NH,single family,219400,209100.0,684,928.0,4887.0,7.1,0.01828097766,Northeast Region
2019-11-01,Texas,TX,condo,216400,275900.0,809,953.0,3747.0,4.6,0.2139364521,South Region
2015-08-01,Ohio,OH,condo,114100,133900.0,1138,1175.0,4661.0,4.1,0.223474926,Midwest Region
2015-08-01,Arkansas,AR,condo,121100,131600.0,33,51.0,354.0,10.7,0.1643323996,South Region
2015-08-01,West Virginia,WV,single family,148900,156100.0,869,1073.0,5130.0,5.9,0.04541942025,South Region
2022-09-01,Utah,UT,multi family,542500,490800.0,39,42.0,99.0,2.5,0.2789473684,West Region
2019-05-01,Kentucky,KY,single family,181900,193200.0,4711,5810.0,13889.0,2.9,0.3025246038,South Region
2020-07-01,Connecticut,CT,single family,360900,336600.0,4823,5314.0,12206.0,2.5,0.4531549816,Northeast Region
2020-03-01,Georgia,GA,townhouse,259400,301100.0,1078,1490.0,3545.0,3.3,0.3524295174,South Region
2021-01-01,Rhode Island,RI,multi family,334200,316900.0,151,201.0,372.0,2.5,0.4432830563,Northeast Region
2015-01-01,New Mexico,NM,condo,206600,321800.0,20,19.0,158.0,7.9,0.04953560372,West Region
2014-04-01,Hawaii,HI,all,425400,477400.0,1184,1371.0,6234.0,5.3,0.01859725548,West Region
2015-08-01,Oklahoma,OK,townhouse,146300,163400.0,35,46.0,114.0,3.3,0.4382045089,South Region
2024-12-01,New Hampshire,NH,condo,475300,496500.0,293,185.0,623.0,2.1,0.4714745446,Northeast Region
2020-06-01,Nevada,NV,multi family,415400,377200.0,27,58.0,141.0,5.2,0.3346188748,West Region
2015-03-01,New York,NY,condo,207100,342100.0,390,759.0,3219.0,8.3,0.01718354897,Northeast Region
2020-05-01,Tennessee,TN,single family,257200,272000.0,7493,9535.0,26000.0,3.5,0.3956989283,South Region
2021-10-01,New Hampshire,NH,condo,338200,384800.0,276,254.0,443.0,1.6,0.6579254159,Northeast Region
2015-03-01,New Mexico,NM,condo,260300,311100.0,33,54.0,213.0,6.5,0.02949245542,West Region
2018-02-01,Minnesota,MN,townhouse,199100,299500.0,518,836.0,1187.0,2.3,0.6420783705,Midwest Region
2019-12-01,Connecticut,CT,all,263300,234700.0,4006,2126.0,14338.0,3.6,0.2017727263,Northeast Region
2017-12-01,Maine,ME,single family,195700,180600.0,1479,685.0,6135.0,4.1,0.1734409144,Northeast Region
2016-06-01,Alabama,AL,condo,213400,220700.0,265,262.0,1306.0,4.9,0.08998641642,South Region
2017-05-01,Virginia,VA,all,315900,325700.0,13218,17026.0,40829.0,3.1,0.2226078683,South Region
2014-01-01,Montana,MT,condo,209900,377100.0,20,28.0,129.0,6.5,0.05952380952,West Region
2021-09-01,Indiana,IN,all,219500,214600.0,9813,9533.0,16768.0,1.7,0.2957842166,Midwest Region
2021-08-01,Utah,UT,condo,407200,634600.0,547,535.0,688.0,1.3,0.5825146958,West Region
2015-04-01,Washington,WA,multi family,355200,338700.0,101,146.0,391.0,3.9,0.3009766796,West Region
2021-04-01,Wisconsin,WI,townhouse,229400,322100.0,80,116.0,173.0,2.2,0.6613852165,Midwest Region
2019-11-01,Connecticut,CT,all,258500,249100.0,3723,3132.0,17206.0,4.6,0.241295516,Northeast Region
2021-11-01,New York,NY,multi family,568000,481600.0,1282,1450.0,5086.0,4.0,0.1813965261,Northeast Region
2016-08-01,Oklahoma,OK,all,151100,154300.0,4340,5004.0,16476.0,3.8,0.2284732956,South Region
2024-05-01,Florida,FL,condo,326500,475100.0,6875,9972.0,46383.0,6.7,0.1645891354,South Region
2019-08-01,Maine,ME,condo,247200,276100.0,221,215.0,528.0,2.4,0.2764213506,Northeast Region
2021-06-01,Pennsylvania,PA,townhouse,244900,283600.0,4700,5329.0,7020.0,1.5,0.6321322867,Northeast Region
2020-04-01,Mississippi,MS,all,186800,198200.0,1603,1809.0,8270.0,5.2,0.01824865295,South Region
2014-09-01,Kentucky,KY,townhouse,143100,155300.0,56,66.0,345.0,6.2,0.01893939394,South Region
2020-11-01,Kansas,KS,condo,131400,266300.0,37,27.0,31.0,0.8,0.3950617284,Midwest Region
2015-06-01,Missouri,MO,condo,134000,165000.0,582,584.0,2314.0,4.0,0.09401169108,Midwest Region
2018-02-01,New York,NY,condo,635600,949100.0,1794,3279.0,15492.0,8.6,0.02705309579,Northeast Region
2016-04-01,Washington,WA,townhouse,374300,429400.0,548,674.0,575.0,1.0,0.5125284461,West Region
2024-11-01,Nevada,NV,multi family,601500,494900.0,23,16.0,107.0,4.7,0.2908653846,West Region
2018-09-01,Delaware,DE,townhouse,176100,236400.0,200,269.0,666.0,3.3,0.2360548288,South Region
2023-10-01,Massachusetts,MA,multi family,665000,575900.0,447,605.0,888.0,2.0,0.5837854413,Northeast Region
2022-11-01,Pennsylvania,PA,all,262500,249200.0,10529,9564.0,26906.0,2.6,0.3895317464,Northeast Region
2020-04-01,New York,NY,multi family,479000,439100.0,478,445.0,4699.0,9.8,0.1219679329,Northeast Region
2018-08-01,West Virginia,WV,all,158900,167400.0,1184,1275.0,5024.0,4.2,0.09962380184,South Region
2018-01-01,Wisconsin,WI,all,177400,194100.0,4012,5076.0,19971.0,5.0,0.2278662331,Midwest Region
2023-01-01,Georgia,GA,multi family,359900,358100.0,42,57.0,139.0,3.3,0.3304203491,South Region
2018-02-01,Iowa,IA,multi family,139600,210600.0,30,34.0,121.0,4.0,0.08382352941,Midwest Region
2018-12-01,New Mexico,NM,single family,233700,232000.0,777,495.0,3312.0,4.3,0.05693521739,West Region
2014-10-01,Wisconsin,WI,single family,137000,131700.0,2234,2100.0,15614.0,7.0,0.03326270092,Midwest Region
2017-04-01,North Dakota,ND,townhouse,250500,238400.0,17,30.0,84.0,4.9,0.05555555556,Midwest Region
2022-08-01,South Carolina,SC,multi family,411800,430700.0,19,18.0,50.0,2.6,0.5353535354,South Region
2020-01-01,Hawaii,HI,condo,459900,587500.0,569,805.0,3111.0,5.5,0.1565683555,West Region
2022-04-01,Illinois,IL,multi family,328500,305300.0,619,977.0,2371.0,3.8,0.4641048391,Midwest Region
2020-06-01,Nevada,NV,condo,183600,346600.0,350,586.0,2005.0,5.7,0.2522502133,West Region
2019-11-01,Alabama,AL,all,198700,203700.0,4694,4262.0,19945.0,4.2,0.200696501,South Region
2023-09-01,Idaho,ID,all,467800,499400.0,2319,2466.0,8013.0,3.5,0.2757437348,West Region
2020-01-01,North Carolina,NC,single family,242900,250600.0,8863,12020.0,39726.0,4.5,0.2184003536,South Region
2022-02-01,Virginia,VA,condo,295600,490200.0,921,1128.0,1311.0,1.4,0.6071197809,South Region
2021-11-01,South Carolina,SC,single family,332400,313000.0,6195,5644.0,15962.0,2.6,0.451269266,South Region
2023-06-01,Columbia,DC,single family,1220800,649900.0,116,130.0,299.0,2.6,0.49,South Region
2016-04-01,Wisconsin,WI,townhouse,158200,245300.0,90,119.0,272.0,3.0,0.1796283731,Midwest Region
2015-02-01,Virginia,VA,condo,229500,400500.0,544,998.0,2848.0,5.2,0.158111737,South Region
2023-04-01,Iowa,IA,condo,220500,293100.0,299,377.0,867.0,2.9,0.5014017763,Midwest Region
2024-05-01,Missouri,MO,condo,229300,294300.0,524,643.0,1308.0,2.5,0.4456372636,Midwest Region
2016-11-01,Mississippi,MS,condo,98000,151000.0,16,39.0,212.0,13.3,0.0,South Region
2023-09-01,Virginia,VA,single family,429000,391500.0,6161,7350.0,13523.0,2.2,0.480469258,South Region
2019-05-01,Oregon,OR,all,369100,384200.0,6294,9205.0,16687.0,2.7,0.4200723276,West Region
2014-11-01,South Dakota,SD,multi family,126500,159900.0,3,4.0,24.0,8.0,0.3333333333,Midwest Region
2016-04-01,Oregon,OR,townhouse,258300,359400.0,219,309.0,407.0,1.9,0.5915073061,West Region
2019-06-01,Delaware,DE,townhouse,190100,256900.0,231,271.0,654.0,2.8,0.4040421397,South Region
2016-04-01,Ohio,OH,townhouse,138800,142500.0,23,29.0,118.0,5.1,0.2857142857,Midwest Region
2017-04-01,Louisiana,LA,townhouse,202500,255500.0,13,4.0,34.0,2.6,0.0,South Region
2024-04-01,Idaho,ID,all,478000,504200.0,2378,3519.0,7378.0,3.1,0.3980047551,West Region
2015-03-01,Maryland,MD,all,247600,289600.0,5726,9705.0,25547.0,4.5,0.1486893145,South Region
2023-10-01,Arkansas,AR,multi family,302700,284500.0,31,40.0,119.0,3.8,0.4583333333,South Region
2020-09-01,West Virginia,WV,single family,184700,184100.0,1412,1270.0,3998.0,2.8,0.1985177308,South Region
2020-05-01,Alaska,AK,single family,298000,314100.0,522,1042.0,2787.0,5.3,0.01951016144,West Region
2017-04-01,Oklahoma,OK,multi family,165900,178400.0,15,41.0,75.0,5.0,0.4937176644,South Region
2016-04-01,Louisiana,LA,condo,169400,277700.0,126,71.0,406.0,3.2,0.1874863015,South Region
2017-03-01,Arkansas,AR,all,143300,158800.0,2945,3619.0,11958.0,4.1,0.153482698,South Region
